drug_no,drug_name
BC25594100,LIPANTHYL PENTA 145 MG FILM-COATED TABLET
BC25603221,CYTARINE INJECTION
BC25605100,Copegus film-coated tablets 200 mg
BC25607333,Hirudoid Cream 300mg/100g
BC25607345,Hirudoid Cream 300mg/100g
BC25612243,LEUPLIN DEPOT 6 M 30 MG S.C. INJECTION
BC25615100,EFAVIR 600
BC25619100,DUOVIR
BC25624100,"Apo-Citalopram Tablets 20mg ""Etobicoke"
BC25626235,"Carboplatin ""Ebewe"" 10mg/ml concentrate for solution for infusion"
BC256262AP,"Carboplatin ""Ebewe"" 10mg/ml concentrate for solution for infusion"
BC25629277,TETRAHES 6% INTRAVENOUS INFUSION
BC25631229,OXITAN INJECTION
BC25631238,OXITAN INJECTION
BC25634100,GLUCOPHAGE FILM-COATED TABLETS 1000MG
BC25635100,GLUCOPHAGE FILM-COATED TABLETS 500MG
BC25647100,Xarelto Film-coated Tablets 20 mg
BC25648100,Xarelto Film-coated Tablets 15 mg
BC25649100,METOZ 2.5 TABLETS
BC25650100,FAXIVEN FILM COATED TABLET (50+12.5) MG
BC25653100,APO-QUETIAPINE TABLETS 100MG
BC25654248,"OXAHPQ INJECTION 5MG/ML, LYOPHILISATE FOR SOLUTION FOR INFUSION"
BC25654255,"OXAHPQ INJECTION 5MG/ML, LYOPHILISATE FOR SOLUTION FOR INFUSION"
BC25674100,Carvedilol HEXAL Tablets 6.25mg
BC25676209,MEROPENEM SANDOZ POWDER FOR SOLUTION FOR INJECTION OR INFUSION 1000MG
BC25676277,MEROPENEM SANDOZ POWDER FOR SOLUTION FOR INJECTION OR INFUSION 500MG
BC25678100,TEMAZO CAPSULES 100MG
BC25681209,GEMITA LYOPHILIZED FOR INJECTION
BC25681263,GEMITA LYOPHILIZED FOR INJECTION
BC25684100,Celecoxib Sandoz Capsule 200mg
BC25690100,FLUCOZYD CAPSULES 150MG
BC25691100,BRILINTA FILM-COATED TABLETS 90 MG
BC256961G0,DULCOLAX ENTERIC SUGAR COATED TABLET 5MG
BC25699100,Moxiclav 1G F.C. Tablets
BC25700100,RASILAMLO 150MG/5MG FILM-COATED TABLETS
BC25701100,RASILAMLO 150MG/10MG FILM-COATED TABLETS
BC25702100,RASILAMLO 300MG/5MG FILM-COATED TABLETS
BC25703100,RASILAMLO 300MG/10MG FILM-COATED TABLETS
BC25706209,"GRANISETRON KABI 1MG/ML, CONCENTRATE FOR SOLUTION FOR INJECTION/INFUSION"
BC25706216,"GRANISETRON KABI 1MG/ML, CONCENTRATE FOR SOLUTION FOR INJECTION/INFUSION"
BC25708209,NEOPAREN NO.1 INJECTION 1L
BC25708210,NEOPAREN NO.1 INJECTION 1.5L
BC25708212,NEOPAREN NO.1 INJECTION 2L
BC257091G0,BUSCOPAN SUGAR COATED TABLETS 10MG
BC25712100,LEVETIRACETAM TABLETS 500MG
BC25713100,Lendormin (R) 0.25mg Tablets
BC25717100,VIVIANT FILM-COATED TABLET 20MG
BC25724209,"Cefepime Sandoz powder for solution for injection 0.5g, 1g"
BC25724277,"Cefepime Sandoz powder for solution for injection 0.5g, 1g"
BC25725100,LEVOFLOXACIN SANDOZ FILM-COATED TABLETS 500MG
BC25728212,"IRINOTECAN BIOPRO 20MG/ML, CONCENTRATE FOR SOLUTION FOR INFUSION"
BC25728221,"IRINOTECAN BIOPRO 20MG/ML, CONCENTRATE FOR SOLUTION FOR INFUSION"
BC25729148,Bisolvon (R) Solution 2mg/ml
BC25744229,KEMOPLAT INJECTION 1MG/ML
BC25744248,KEMOPLAT INJECTION 1MG/ML
BC25746100,MOBIC (R) TABLETS 7.5MG
BC25747100,MOBIC (R) TABLETS 15MG
BC25754100,AZAMUN FILM COATED TABLETS 50MG
BC25756100,EDARBI TABLETS 40MG
BC25757100,DIFICID FILM-COATED TABLET 200MG
BC25765212,IRINOTECAN SANDOZ 20MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION
BC25765221,IRINOTECAN SANDOZ 20MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION
BC25765235,IRINOTECAN SANDOZ 20MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION
BC25765240,IRINOTECAN SANDOZ 20MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION
BC25766100,VALAZYD 160 TABLETS
BC25781255,VIDAZA POWDER FOR SUSPENSION FOR INJECTION
BC25782248,"FLUDARABINE BIOPRO 25MG/ML, POWDER FOR SOLUTION FOR INJECTION/INFUSION"
BC25783100,APO-PANTOPRAZOLE 40MG ENTERIC COATED TABLETS
BC25787100,IRBESARTAN HYDROCHLOROTHIAZIDE WINTHROP FILM-COATED TABLET 150MG/12.5MG
BC25788100,IRBESARTAN HYDROCHLOROTHIAZIDE WINTHROP FILM-COATED TBALET 300MG/25MG
BC25789100,Apo-Citalopram Tablets 40mg
BC25791209,Topotecan Sandoz 1mg/ml Concentrate for Solution for Infusion
BC25791216,Topotecan Sandoz 1mg/ml Concentrate for Solution for Infusion
BC25791219,Topotecan Sandoz 1mg/ml Concentrate for Solution for Infusion
BC25792100,TRAJENTA DUO 2.5/850MG FILM-COATED TABLETS
BC25793100,TRAJENTA DUO 2.5/500MG FILM-COATED TABLETS
BC25794100,TRAJENTA DUO 2.5/1000MG FILM-COATED TABLETS
BC25796100,Robestar Sandoz Film-coated Tablets 20mg
BC25797100,Robestar Sandoz Film-coated Tablets 5mg
BC25798100,Robestar Sandoz Film-coated Tablets 10mg
BC25804100,APO-ESOMEPRAZOLE ENTERIC COATED TABLET 40MG
BC25807100,PHAROXIFENE (RALOXIFENE) FILM-COATED TABLETS 60MG
BC25808221,DOXORUBICIN MYLAN
BC25808229,DOXORUBICIN MYLAN
BC25808240,DOXORUBICIN MYLAN
BC25810100,LIVALO TABLETS 4MG
BC25812209,ZYGRAF INJECTION (TACROLIMUS INJECTION 5MG/ML)
BC25813100,OLANZAPINE TABLETS 10MG
BC25814100,EDURANT FILM COATED TABLETS 25MG
BC25817100,MONTEZYD TABLETS 5MG (MONTELUKAST CHEWABLE TABLETS 5MG)
BC258203FP,Sancuso transdermal patch 3.1mg/24hours
BC25823100,VIRAMUNE XR 400MG EXTENDED-RELEASE TABLETS
BC25828100,LEVOZYD 500 (LEVOFLOXACIN TABLETS 500MG)
BC25829100,SINLUE CHEWABLE TABLETS 5MG
BC25830100,SINLUE CHEWABLE TABLETS 4MG
BC25840221,ADRIM INJECTION
BC25842100,OLANZAPINE TABLETS 5MG
BC25845100,REOSTEO 35MG TABLETS
BC25849100,VOMIZ FILM COATED TABLETS 4MG
BC25853100,INLYTA FILM-COATED TABLETS 1 MG
BC25854100,INLYTA FILM-COATED TABLETS 5 MG
BC25856414,Latanoprost Ophthalmic Solution 0.005%
BC25863100,Ibuprofen Sandoz Film coated Tablet 600mg
BC25864100,JUBILANT OLANZAPINE ORODISPERSIBLE TABLETS 10MG
BC25873100,CLOPISTAD
BC25877100,DAFIRO 5/160MG FILM-COATED TABLETS
BC25879100,Irbesartan Sandoz 150mg Film Coated Tablets
BC25882253,"FIRMAGON 80MG, POWDER AND SOLVENT FOR SOLUTION FOR INJECTION"
BC25883257,"FIRMAGON 120MG, POWDER AND SOLVENT FOR SOLUTION FOR INJECTION"
BC25886100,DEXILANT DELAYED RELEASE CAPSULES 30MG
BC25887100,DEXILANT DELAYED RELEASE CAPSULES 60MG
BC25890100,MOSMASS TABLETS 70MG
BC25893100,APO-PRAMIPEXOLE 0.25MG TABLETS
BC25897100,Irbesartan Sandoz 300mg Film Coated Tablets
BC25898209,Vinorelbine Sandoz 10mg/ml concentrate for solution for infusion
BC25898221,Vinorelbine Sandoz 10mg/ml concentrate for solution for infusion
BC25899221,Gemcitabine Sandoz 40mg/ml Concentrate for Solution for Infusion
BC25899240,Gemcitabine Sandoz 40mg/ml Concentrate for Solution for Infusion
BC25899248,Gemcitabine Sandoz 40mg/ml Concentrate for Solution for Infusion
BC25900100,APO-OLANZAPINE ODT 5MG
BC25901100,APO-OLANZAPINE ODT 10MG
BC25902209,NEOPAREN NO.2 INJECTION 1L
BC25902210,NEOPAREN NO.2 INJECTION 1.5L
BC25902212,NEOPAREN NO.2 INJECTION 2L
BC25913100,DAFIRO 5/80MG FILM-COATED TABLETS
BC25914100,LAMIDUS 100 TABLETS
BC25918100,INTELENCE TABLETS 200MG
BC25923100,Utrogestan soft capsule 100mg
BC25924100,MONTEZYD TABLETS 4MG
BC259342AA,Leuplin Depot 1M 3.75mg S.C. Injection
BC25936245,Pantoprazole Sandoz 40mg powder for solution for injection
BC25937100,Montelukast Sandoz 5mg chewable Tablets
BC25938100,XALKORI CAPSULES 250MG
BC25939100,XALKORI CAPSULES 200MG
BC25944100,AMTURNIDE 300/10/25MG FILM-COATED TABLETS
BC25945100,AMTURNIDE 300/10/12.5MG FILM-COATED TABLETS
BC25946100,AMTURNIDE 300/5/25MG FILM-COATED TABLETS
BC25947100,AMTURNIDE 300/5/12.5MG FILM-COATED TABLETS
BC25948100,AMTURNIDE 150/5/12.5MG FILM-COATED TABLETS
BC25957100,VIRAMUNE XR 100 MG EXTENDED-RELEASE TABLETS
BC25965100,CONVERIUM 300MG TABLETS
BC25967209,Vancomycin Sandoz powder for solution for injection
BC25967277,Vancomycin Sandoz powder for solution for injection
BC25968221,"EPIRUBICIN ""ALVOGEN"" 2MG/ML INJECTION SOLUTION"
BC25968240,"EPIRUBICIN ""ALVOGEN"" 2MG/ML INJECTION SOLUTION"
BC25972100,ZYDUS LANS DR 30
BC25980100,SINLUE F.C. TABLET 10MG
BC25981100,PAINKYL FENTANYL (BUCCAL SOLUBLE FILMS) 200MCG
BC25982100,PAINKYL FENTANYL (BUCCAL SOLUBLE FILMS) 400MCG
BC25983100,PAINKYL FENTANYL (BUCCAL SOLUBLE FILMS) 600MCG
BC25984100,PAINKYL FENTANYL (BUCCAL SOLUBLE FILMS) 800MCG
BC25985100,PAINKYL FENTANYL (BUCCAL SOLUBLE FILMS) 1200MCG
BC25993100,PLETAAL OD TABLETS 100MG
BC25994100,PLETAAL OD TABLETS 50MG
BC26000245,OMEPRAZOLE SANDOZ 40MG POWDER FOR SOLUTION FOR INFUSION
BC26001100,TOPIZ 50
BC26002421,DORZOSTILL EYE-DROPS 2%
BC26025209,"Ceftriaxone ""Alvogen"" 1g Powder for solution for IV Injection"
BC26026221,"DOXORUBICIN ""ALVOGEN"" SOLUTION FOR INJECTION 2MG/ML"
BC26026229,"DOXORUBICIN ""ALVOGEN"" SOLUTION FOR INJECTION 2MG/ML"
BC26026240,"DOXORUBICIN ""ALVOGEN"" SOLUTION FOR INJECTION 2MG/ML"
BC26026248,"DOXORUBICIN ""ALVOGEN"" SOLUTION FOR INJECTION 2MG/ML"
BC26028100,LIPISTAD 20
BC260293C8,EXELON PATCH 10
BC26031100,GIOTRIF FILM-COATED TABLETS 20 MG
BC26032100,GIOTRIF FILM-COATED TABLETS 30 MG
BC26033100,GIOTRIF FILM-COATED TABLETS 40 MG
BC26034100,GIOTRIF FILM-COATED TABLETS 50 MG
BC26037100,JURNISTA PROLONGED-RELEASE TABLETS 8MG
BC26042100,Sibelium Tablets 5mg
BC26043100,Zelboraf film-coated tablets 240mg (vemurafenib)
BC26045100,APO-DONEPEZIL FILM TABLETS 5MG
BC26046100,APO-DONEPEZIL TABLETS 10MG
BC26048100,Losartan Sandoz Comp Film Coated Tablet 50/12.5 mg
BC260491G0,PEROFEN 600 F.C. TABLETS
BC26050229,Oxaliplatin Sandoz 5mg/ml concentrate for solution for infusion
BC26050238,Oxaliplatin Sandoz 5mg/ml concentrate for solution for infusion
BC26051100,Montelukast Sandoz 4mg chewable Tablets
BC26063100,Olanzapine Sandoz Film Coated Tablets 5mg
BC26064100,Utrogestan soft capsule 200mg
BC26065209,GEMCITABINE TEVA POWDER FOR SOLUTION FOR INFUSION
BC26065212,GEMCITABINE TEVA POWDER FOR SOLUTION FOR INFUSION
BC26065263,GEMCITABINE TEVA POWDER FOR SOLUTION FOR INFUSION
BC26074271,Teicoplanin Sandoz powder for injection
BC26077100,ITRACONAZOLE SANDOZ HGC 100MG
BC26082100,ACC 600 Effervescent Tablets
BC26090100,PHARACETAM FILM-COATED TABLET 1000MG
BC26093205,SIGNIFOR 0.3MG/ML SOLUTION FOR INJECTION IN AMPOULE
BC26094228,SIGNIFOR 0.6MG/ML SOLUTION FOR INJECTION IN AMPOULE
BC26095208,SIGNIFOR 0.9MG/ML SOLUTION FOR INJECTION IN AMPOULE
BC26097100,CORALAN FILM-COATED TABLETS 5 MG
BC26098100,CORALAN FILM-COATED TABLETS 7.5 MG
BC26104100,Pantoprazol Sandoz 40mg gastro-resistant tablets
BC26105100,Montelukast Sandoz 10mg film-coated Tablets
BC26106245,ESOMEPRAZOLE SANDOZ POWDER FOR SOLUTION FOR INJECTION/INFUSION 40MG
BC26109100,GLUCOVANCE 500MG/2.5MG FILM-COATED TABLETS
BC26110100,GLUCOVANCE 500MG/5MG FILM-COATED TABLETS
BC26112100,ZOVILAM
BC26124100,ELIQUIS FILM-COATED TABLET 2.5MG
BC26127100,LETROZOLE-TEVA 2.5MG TABLETS
BC26128100,ZYDUS LANS DR 15
BC26132100,FLUVASTATIN XL PROLONGED RELEASE FILM-COATED TABLETS 80MG
BC26133100,ELIQUIS FILM-COATED TABLET 5MG
BC26136100,FOSAMAX PLUS TABLETS 70MG/5600 IU
BC26139100,ZYTIGA TABLETS 250MG
BC26140212,HALAVEN 0.5MG/ML SOLUTION FOR INJECTION
BC26147100,FLUVASTATIN XL FILM-COATED TABLETS 80MG
BC26153100,Moxiclav 625mg F.C. Tablets
BC26155100,Olanzapine Sandoz Film Coated Tablets 10mg
BC26156255,Ciprofloxacin Sandoz 2mg/ml Solution for Infusion
BC26157400,"Seebri Breezhaler 50 microgram, inhalation powder hard capsules"
BC26167100,TREZAV
BC26168100,Stivarga Film-Coated Tablets 40mg
BC26169100,PRAVAFEN 40MG/160MG HARD CAPSULES
BC26173100,TRACLEER FILM COATED TABLETS 62.5MG
BC26174100,TRACLEER FILM COATED TABLETS 125MG
BC26179100,UNISIA 8MG/5MG TABLETS
BC26184100,NEVIMAT
BC26185238,Propofol-Lipuro 1%
BC26188100,PHAVIR FILM-COATED TABLETS 500MG
BC26189100,"ESOMEPSUN 40MG TABLETS ""SUNYET"
BC26190100,CLOPIDOGREL-TEVA 75MG FILM-COATED TABLETS
BC26193100,APO-ATOMOXETINE CAPSULES 25MG
BC26194100,APO-ATOMOXETINE CAPSULES 10MG
BC26195100,APO-ATOMOXETINE CAPSULES 18MG
BC26196100,APO-ATOMOXETINE CAPSULES 40MG
BC26197100,APO-ATOMOXETINE CAPSULES 60NG
BC26198100,BICALUTAMIDE-TEVA FILM-COATED TABLETS 50MG
BC26201248,Fluconazole Sandoz 2mg/ml Solution for infusion
BC26201255,Fluconazole Sandoz 2mg/ml Solution for infusion
BC26201263,Fluconazole Sandoz 2mg/ml Solution for infusion
BC26206100,"LETROZOLE ""ALVOGEN"" FCT 2.5MG"
BC26209100,EDARBYCLOR TABLET 40MG/12.5MG
BC26210100,EDARBYCLOR TABLET 40MG/25MG
BC26213100,REPAGLINID JUBILANT TABLET 1MG
BC26214100,Esomeprazol Sandoz 40mg Gastro Resistant Tablets
BC26216100,BETMIGA PROLONGED-RELEASE TABLETS 50MG
BC26217100,BETMIGA PROLONGED-RELEASE TABLETS 25MG
BC26219100,XELJANZ FILM-COATED TABLETS 5MG
BC26221100,PREZISTA TABLETS 800MG
BC26222229,NICARDIPINE AGUETTANT 10MG/10ML SOLUTION FOR INJECTION
BC26224100,"EXEMESTANE ""ALVOGEN"" F.C. TABLETS 25MG"
BC26225100,ABAMAT
BC26226100,ROSUVASTATIN-TEVA FILM-COATED TABLETS 5MG
BC26233100,PRADAXA CAPSULES 75MG
BC26236100,OSTIRAL FILM COATED TABLET 60MG
BC26237100,EFAMAT
BC26239100,"BICALUTAMIDE ""ALVOGEN"" FILM COATED TABLETS 50MG"
BC26240209,Vaxcel Ceftriaxone-1g Injection
BC26241100,RIBUTIN CAPSULE 150MG
BC26244100,PHARODINE IR FILM-COATED TABLETS 2MG
BC26246100,WAKA-OLANZAPINE ODT 10
BC26247100,WAKA-OLANZAPINE ODT 5
BC26252100,NOKLOT 75 (CLOPIDOGREL TABLETS USP 75MG)
BC262604CR,LUMIGAN PF EYE DROPS
BC26262220,ALVOTAZ POWDER FOR SOLUTION FOR INJECTION
BC262622CX,ALVOTAZ POWDER FOR SOLUTION FOR INJECTION
BC26269100,REPAGLINID JUBILANT TABLETS 2MG
BC26270100,BICALUTAMIDE-ACEPHARM FILM COATED TABLETS 50MG
BC26272100,WALKIN 35MG FILM-COATED TABLET
BC26273429,"Vidisic, eye gel"
BC26274100,"NIFEDIPINE EXTENDED RELEASE TABLETS(OROS) 30MG ""SUNYET"
BC26283238,VIMPAT 10MG/ML SOLUTION FOR INFUSION
BC26284100,VIMPAT 50MG FILM-COATED TABLETS
BC26285100,VIMPAT 100MG FILM-COATED TABLETS
BC26286100,VIMPAT 150MG FILM-COATED TABLETS
BC26287100,VIMPAT 200MG FILM-COATED TABLETS
BC26289100,WAKA-QUETIAPINE XR 200
BC26290100,WAKA-QUETIAPINE XR 300
BC26292443,STRIVERDI RESPIMAT 2.5 MICROGRAM SOLUTION FOR INHALATION
BC26296221,BW-FOLIN 10MG/ML SOLUTION FOR INJECTION
BC26296229,BW-FOLIN 10MG/ML SOLUTION FOR INJECTION
BC26296238,BW-FOLIN 10MG/ML SOLUTION FOR INJECTION
BC26296248,BW-FOLIN 10MG/ML SOLUTION FOR INJECTION
BC26296255,BW-FOLIN 10MG/ML SOLUTION FOR INJECTION
BC26297100,VALPROATE SODIUM / VALPROIC ACID SANDOZ PROLONGED-RELEASE TABLET 500MG
BC26298100,NESINA TABLETS 25MG
BC26299100,NESINA TABLETS 12.5MG
BC26300100,NESINA TABLETS 6.25MG
BC26301443,"Ultibro Breezhaler 110/50 microgram, inhalation powder hard capsules"
BC26302321,AXCEL ACYCLOVIR CREAM
BC26304225,"ELIGARD 7.5 MG, POWDER AND SOLVENT FOR SOLUTION FOR INJECTION"
BC263052FQ,"ELIGARD 22.5 MG, POWDER AND SOLVENT FOR SOLUTION FOR INJECTION"
BC263062AP,"ELIGARD 45 MG, POWDER AND SOLVENT FOR SOLUTION FOR INJECTION"
BC26307209,TOPOTECAN BIOPRO POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION
BC26307219,TOPOTECAN BIOPRO POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION
BC26308100,Voriconazole Sandoz Film-Coated Tablets 50mg
BC26309100,Voriconazole Sandoz Film-Coated Tablets 200mg
BC26310100,ZETLAM
BC26313100,LETERO FILM COATING TABLET 2.5MG
BC26315143,ANORO ELLIPTA 55/22 MCG INHALATION POWDER
BC26318143,RELVAR ELLIPTA 92/22 MCG INHALATION POWDER
BC26321100,LOSARTAN JUBILANT FILM-COATED TABLET 50MG
BC26322100,LOSARTAN JUBILANT FILM-COATED TABLET 100MG
BC26328100,FYCOMPA FILM-COATED TABLETS 2MG
BC26329100,FYCOMPA FILM-COATED TABLETS 4MG
BC26330100,FYCOMPA FILM-COATED TABLETS 8MG
BC26331100,LAMIDUS 25 TABLETS
BC26332100,PMS-ROSUVASTATIN 20MG TABLETS
BC26334209,DAXOTEL INJECTION CONCENTRATE 20MG/ML
BC26334219,DAXOTEL INJECTION CONCENTRATE 20MG/ML
BC26335100,TORPIDO FILM COATED TABLETS 75MG
BC26337100,VORICONAZOLE MYLAN 200MG
BC26343157,"Flutiform 50/5mcg per actuation Pressurised, Inhalation, Suspension"
BC26344157,"Flutiform 250/10mcg per actuation Pressurised, Inhalation, Suspension"
BC26345157,"Flutiform 125/5mcg per actuation Pressurised, Inhalation, Suspension"
BC26346277,CEFTRIAXONE KABI 0.5G POWDER FOR SOLUTION FOR INJECTION
BC26347209,CEFTRIAXONE KABI 1G POWDER FOR SOLUTION FOR INJECTION
BC26349297,ALVOCLAV POWDER FOR SOLUTION FOR INJECTION 1000MG/200MG
BC26350100,LIPISTAD 10
BC26352100,ALFATAM CAPSULE 0.4MG
BC26359100,JAKAVI 5mg tablet
BC26360100,JAKAVI 15mg tablet
BC26361100,JAKAVI 20mg tablet
BC26363100,PMS-LEFLUNOMIDE 10MG TABLETS
BC26364100,PMS-LEFLUNOMIDE 20MG TABLETS
BC26367100,APO-ROSUVASTATIN TABLET 20MG
BC26368100,APO-ROSUVASTATIN TABLET 10MG
BC26369100,TELCARD 80
BC26372221,FIVOFLU INJECTION 50MG/ML
BC26372229,FIVOFLU INJECTION 50MG/ML
BC26376100,POSANOL TABLETS 100MG
BC26379100,APO-RIVASTIGMINE CAPSULES 1.5MG
BC26380100,APO-RIVASTIGMINE CAPSULES 3MG
BC26381100,APO-RIVASTIGMINE CAPSULES 4.5MG
BC26382100,APO-RIVASTIGMINE CAPSULES 6MG
BC26383100,VATIVIO FILM-COATED TABLETS 100MG
BC26385255,ZOLDRIA 4MG/100ML SOLUTION FOR INFUSION
BC26387235,CAXATIN SOLUTION FOR INTRAVENOUS INFUSION 10MG/ML
BC26391100,LOSARTAN TEVAPHARM FILM COATED TABLETS 50MG
BC26396100,RABEPRAZOLE SODIUM GASTRO RESISTANT MYLAN 20MG
BC26397100,MYCOPHENOLATE MOFETIL TEVA HARD CAPSULES 250MG
BC26398100,IRBESARTAN 300MG+HYDROCHLOROTHIAZIDE 25MG SANDOZ FILM COATED TABLET
BC26399100,IRBESARTAN 150MG+HYDROCHLOROTHIAZIDE 12.5MG SANDOZ FILM COATED TABLET
BC26400100,IRBESARTAN 300MG+HYDROCHLOROTHIAZIDE 12.5MG SANDOZ FILM COATED TABLET
BC26401100,"TORVACARD 40MG, FILM-COATED TABLETS"
BC26405100,JARDIANCE 25MG FILM-COATED TABLETS
BC26406100,JARDIANCE 10MG FILM-COATED TABLETS
BC26407100,TIVICAY FILM-COATED TABLETS 50MG
BC26415100,LERCANIDIPINE MYLAN 10MG
BC26419209,FOLOTYN (PRALATREXATE INJECTION) SOLUTION FOR INTRAVENOUS INJECTION
BC26420100,OXYNORM IMMEDIATE RELEASE CAPSULES 20MG
BC26421100,OXYNORM IMMEDIATE RELEASE CAPSULES 5MG
BC26422100,OXYNORM IMMEDIATE RELEASE CAPSULES 10MG
BC26426100,"TORVACARD 10MG, FILM-COATED TABLETS"
BC26427100,"TORVACARD 20MG, FILM-COATED TABLETS"
BC26429100,DONEPEZIL JUBILANT FILM-COATED TABLET 5MG
BC26432100,OxyContin Controlled-Release Tablets 10 mg
BC26434100,OxyContin Controlled-Release Tablets 20 mg
BC26436100,OxyContin Controlled-Release Tablets 40 mg
BC26442100,Tecta 40mg enteric coated tablet
BC26446100,ZYSAR 16 (CANDESARTAN CILEXETIL TABLETS 16MG)
BC26447100,PRAMIPEXOLE DIHYDROCHLRODIE TABLETS MYLAN 0.25MG
BC26449100,PRAMIPEXOLE-ACEPHARM TABLETS 0.25MG
BC26452100,PMS-DESMOPRESSIN TABLETS 0.2MG
BC26453100,PMS-DESMOPRESSIN TABLETS 0.1MG
BC26455100,VALACYCLOVIR MYLAN 500MG
BC26463100,Olmesartan Sandoz Film Coated Tablet 20mg
BC26464100,OLMESARTAN SANDOZ FILM COATED TABLET 40MG
BC26465100,DAFIRO HCT 5/160/12.5MG FILM-COATED TABLETS
BC26466100,DAFIRO HCT 5/160/25MG FILM-COATED TABLETS
BC26467100,DAFIRO HCT 10/160/12.5MG FILM-COATED TABLETS
BC26468100,DAFIRO HCT 10/160/25MG FILM-CATED TABLETS
BC26472100,ZYSAR 8 (CANDESARTAN CILEXETIL TABLETS 8MG)
BC26475100,FORXIGA FILM-COATED TABLETS 5MG
BC26476100,FORXIGA FILM-COATED TABLETS 10MG
BC26484255,ABRAXANE FOR INJECTABLE SUSPENSION
BC26485100,AZICINE CAPSULES 250MG
BC26491100,MOXETERO (MOXIFLOXACIN HCL TABLETS 400MG)
BC26496100,CANDESARTAN AND HYDROCHLOROTHIAZIDE MYLAN 16MG/12.5MG
BC26497100,ROSUVASTATIN MYLAN 10MG
BC26500143,INCRUSE ELLIPTA 55 MCG INHALATION POWDER
BC26503100,TELCARD 40
BC26504100,PMS-ROSUVASTATIN 10MG TABLETS
BC26505100,PMS-ROSUVASTATIN 5MG TABLETS
BC26506151,IBUFEN SYRUP
BC26514100,PMS-PREGABALIN CAPSULES 75MG
BC26516100,FINASTERIDE-TEVA 5MG FILM-COATED TABLETS
BC26518100,TRIUMEQ FILM-COATED TABLETS
BC26520100,SEVIKAR 5/40MG FILM COATED TABLETS
BC26521100,SEVIKAR 10/40MG FILM COATED TABLETS
BC26526209,"MEROPENEM ""U-NEURON"" POWDER FOR SOLUTION FOR IV INJECTION"
BC26526277,"MEROPENEM ""U-NEURON"" POWDER FOR SOLUTION FOR IV INJECTION"
BC26527100,JUBILANT DONEPEZIL 10MG FILM-COATED TABLETS
BC26536100,OPSUMIT(CM) FILM-COATED TABLETS 10 MG
BC26537100,CO-ALVOPREL 300MG/25MG FILM-COATED TABLETS
BC26541221,CISATRACURIUM KABI 2MG/ML SOLUTION FOR INJECTION/INFUSION
BC26541229,CISATRACURIUM KABI 2MG/ML SOLUTION FOR INJECTION/INFUSION
BC26543100,Alvostat film coated tablets 10mg
BC26544100,Alvostat film coated tablets 20mg
BC26552100,Ezetimibe Sandoz 10mg Tablets
BC26557100,TELCARD 20
BC26560100,FENTORA BUCCAL TABLETS 200MCG
BC26561100,FENTORA BUCCAL TABLETS 400MCG
BC26562100,FENTORA BUCCAL TABLETS 100MCG
BC26564100,FEMAPLEX FILM COATED TABLET 2.5MG
BC26565100,"BINOSTO (ALENDRONATE SODIUM) EFFERVESCENT TABLETS FOR ORAL SOLUTION, 70 MG"
BC26566100,BICATERO 50
BC26568100,OFEV SOFT CAPSULES 150MG
BC26569100,OFEV SOFT CAPSULES 100MG
BC265702E2,POSANOL 18MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION
BC26571100,PMS-METHYLPHENIDATE ER 36MG TABLETS
BC26572221,"BIOADAMANT"" DOXOTIL SOLUTION FOR INJECTION 2MG/ML"
BC26572240,"BIOADAMANT"" DOXOTIL SOLUTION FOR INJECTION 2MG/ML"
BC26573100,QUETIAPINE-TEVA 25MG FILM-COATED TABLETS
BC26581100,LETROZOLE-ACEPHARM F.C. TABLETS 2.5MG
BC26582100,AMLODIPINE BESYLATE AND ATORVASTATIN MYLAN 10MG/10MG
BC26591221,SETROVEL INJECTION 5MG/5ML
BC26592100,SOVALDI 400MG FILM-COATED TABLETS
BC26593100,ZYDUS ARIPIPRAZOLE TABLET 15MG
BC26597100,ZYDUS ARIPIPRAZOLE TABLETS 5MG
BC26598100,WONTRAN ER
BC26599100,LIXIANA F.C. TABLETS 60MG
BC26600100,LIXIANA F.C. TABLETS 30MG
BC26601100,LIXIANA F.C. TABLETS 15MG
BC26602100,Complera Film-coated Tablets
BC26604100,ESOMEPRAZOL STADA 40MG
BC26608309,PICATO GEL 500 MCG/G
BC26609309,PICATO GEL 150 MCG/G
BC26611280,ZINFORO 600 MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION
BC26612100,WAKA MEMO 10
BC26615405,TAFLOTAN-S OPHTHALMIC SOLUTION
BC26616100,ESOMEPRAZOL STADA 20MG
BC26618251,SIGNIFOR LAR 60MG POWDER AND SOLVENT FOR SUSPENSION FOR INJECTION
BC26619238,SIGNIFOR LAR 20MG POWDER AND SOLVENT FOR SUSPENSION FOR INJECTION
BC26620245,SIGNIFOR LAR 40MG POWDER AND SOLVENT FOR SUSPENSION FOR INJECTION
BC26622100,PANTOPRAZOLE 40MG GASTRO RESISTANT TABLET
